product name,value to be included in the spreadsheet
"Fronius USA, LLC: IG Plus 11.4-1 uni(208) 208V [CEC 2008]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_208__208V__CEC_2008_
"Fronius USA, LLC: IG Plus 11.4-1 uni(208) 208V [CEC 2010]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_208__208V__CEC_2010_
"Fronius USA, LLC: IG Plus 11.4-1 uni(240) 240V [CEC 2008]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_240__240V__CEC_2008_
"Fronius USA, LLC: IG Plus 11.4-1 uni(240) 240V [CEC 2010]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_240__240V__CEC_2010_
"Fronius USA, LLC: IG Plus 11.4-1 uni(277) 277V [CEC 2008]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_277__277V__CEC_2008_
"Fronius USA, LLC: IG Plus 11.4-1 uni(277) 277V [CEC 2010]",Fronius_USA__LLC__IG_Plus_11_4_1_uni_277__277V__CEC_2010_
"Fronius USA, LLC: IG Plus 11.4-3 delta(208) 208V [CEC 2008]",Fronius_USA__LLC__IG_Plus_11_4_3_delta_208__208V__CEC_2008_
"Fronius USA, LLC: IG Plus 11.4-3 delta(208) 208V [CEC 2010]",Fronius_USA__LLC__IG_Plus_11_4_3_delta_208__208V__CEC_2010_
"Fronius USA, LLC: IG Plus 11.4-3 delta(240) 240V [CEC 2008]",Fronius_USA__LLC__IG_Plus_11_4_3_delta_240__240V__CEC_2008_
"Fronius USA, LLC: IG Plus 12.0-1 wye277 277V [CEC 2008]",Fronius_USA__LLC__IG_Plus_12_0_1_wye277_277V__CEC_2008_
"Fronius USA, LLC: IG Plus 12.0-3 wye277 277V [CEC 2010]",Fronius_USA__LLC__IG_Plus_12_0_3_wye277_277V__CEC_2010_
"Fronius USA, LLC: IG Plus V 10.0-1 uni(208) 208V [CEC 2010]",Fronius_USA__LLC__IG_Plus_V_10_0_1_uni_208__208V__CEC_2010_
"Fronius USA, LLC: IG Plus V 10.0-1 uni(240) 240V [CEC 2010]",Fronius_USA__LLC__IG_Plus_V_10_0_1_uni_240__240V__CEC_2010_
"Fronius USA, LLC: IG Plus V 10.0-1 uni(277) 277V [CEC 2010]",Fronius_USA__LLC__IG_Plus_V_10_0_1_uni_277__277V__CEC_2010_
GE Energy  (Original Mfg - Xantrex): GEPVb-2500-NA-240 240V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_2500_NA_240_240V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-2800-NA-240/208-02 (208V) 208V [CEC NaN],GE_Energy___Original_Mfg___Xantrex___GEPVb_2800_NA_240_208_02__208V__208V__CEC_NaN_
GE Energy  (Original Mfg - Xantrex): GEPVb-2800-NA-240/208-02 (240V) 240V [CEC NaN],GE_Energy___Original_Mfg___Xantrex___GEPVb_2800_NA_240_208_02__240V__240V__CEC_NaN_
GE Energy  (Original Mfg - Xantrex): GEPVb-3000-NA-240 240V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3000_NA_240_240V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-3300-NA-208 208V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3300_NA_208_208V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-3300-NA-240 240V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3300_NA_240_240V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-3300-NA-240/208-02 (208V) 208V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3300_NA_240_208_02__208V__208V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-3300-NA-240/208-02 (240V) 240V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3300_NA_240_208_02__240V__240V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-3800-NA-240 240V [CEC 2006],GE_Energy___Original_Mfg___Xantrex___GEPVb_3800_NA_240_240V__CEC_2006_
GE Energy  (Original Mfg - Xantrex): GEPVb-4000-NA-240/208-02 (208V) 208V [CEC NaN],GE_Energy___Original_Mfg___Xantrex___GEPVb_4000_NA_240_208_02__208V__208V__CEC_NaN_
GE Energy  (Original Mfg - Xantrex): GEPVb-4000-NA-240/208-02 (240V) 240V [CEC NaN],GE_Energy___Original_Mfg___Xantrex___GEPVb_4000_NA_240_208_02__240V__240V__CEC_NaN_
GE Energy  (Original Mfg - Xantrex): GEPVb-5000-NA-240-01 240V [CEC 2007],GE_Energy___Original_Mfg___Xantrex___GEPVb_5000_NA_240_01_240V__CEC_2007_
GE Energy: GEPVe-1100-NA-120 120V [CEC 2009],GE_Energy__GEPVe_1100_NA_120_120V__CEC_2009_
GE Energy: GEPVe-2000-NA-240 240V [CEC 2009],GE_Energy__GEPVe_2000_NA_240_240V__CEC_2009_
GE Energy: GEPVe-2500-NA-240 240V [CEC 2009],GE_Energy__GEPVe_2500_NA_240_240V__CEC_2009_
GE Energy: GEPVe-2800-NA-208 208V [CEC 2009],GE_Energy__GEPVe_2800_NA_208_208V__CEC_2009_
GE Energy: GEPVe-3000-NA-240 240V [CEC 2009],GE_Energy__GEPVe_3000_NA_240_240V__CEC_2009_
GE Energy: GEPVe-3500-NA-240 240V [CEC 2009],GE_Energy__GEPVe_3500_NA_240_240V__CEC_2009_
GE Energy: GEPVe-4600-NA-208 208V [CEC 2009],GE_Energy__GEPVe_4600_NA_208_208V__CEC_2009_
GE Energy: GEPVe-4800-NA-240 240V [CEC 2009],GE_Energy__GEPVe_4800_NA_240_240V__CEC_2009_
GE Energy: GEPVe-5200-NA-240 240V [CEC 2005],GE_Energy__GEPVe_5200_NA_240_240V__CEC_2005_
General Electric Company: PVIA2000NA1240 (240 Vac) 240V [CEC 2011],General_Electric_Company__PVIA2000NA1240__240_Vac__240V__CEC_2011_
General Electric Company: PVIA3000NA1240 (240 Vac) 240V [CEC 2011],General_Electric_Company__PVIA3000NA1240__240_Vac__240V__CEC_2011_
General Electric Company: PVIA4000NA1240 (240 Vac) 240V [CEC 2011],General_Electric_Company__PVIA4000NA1240__240_Vac__240V__CEC_2011_
GreenVolts: GV-SCP001 208V [CEC 2011],GreenVolts__GV_SCP001_208V__CEC_2011_
GridPoint (Original Mfg - Outback GVFX 3648 data): Connect C36 120V [CEC 2006],GridPoint__Original_Mfg___Outback_GVFX_3648_data___Connect_C36_120V__CEC_2006_
Home Director (Original Mfg - PV Powered): HD-SUN-INV1100-EVR 120V [CEC 2008],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV1100_EVR_120V__CEC_2008_
Home Director (Original Mfg - PV Powered): HD-SUN-INV2000-EVR 240V [CEC 2008],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV2000_EVR_240V__CEC_2008_
Home Director (Original Mfg - PV Powered): HD-SUN-INV2500 240V [CEC 2006],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV2500_240V__CEC_2006_
Home Director (Original Mfg - PV Powered): HD-SUN-INV3000 240V [CEC 2008],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV3000_240V__CEC_2008_
Home Director (Original Mfg - PV Powered): HD-SUN-INV3500 240V [CEC 2006],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV3500_240V__CEC_2006_
Home Director (Original Mfg - PV Powered): HD-SUN-INV4600 208V [CEC 2005],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV4600_208V__CEC_2005_
Home Director (Original Mfg - PV Powered): HD-SUN-INV4800 240V [CEC 2006],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV4800_240V__CEC_2006_
Home Director (Original Mfg - PV Powered): HD-SUN-INV5200 240V [CEC 2005],Home_Director__Original_Mfg___PV_Powered___HD_SUN_INV5200_240V__CEC_2005_
I-Power (Original Mfg - PV Powered): SHO-1.1 120V [CEC 2008],I_Power__Original_Mfg___PV_Powered___SHO_1_1_120V__CEC_2008_
I-Power (Original Mfg - PV Powered): SHO-2.0 240V [CEC 2008],I_Power__Original_Mfg___PV_Powered___SHO_2_0_240V__CEC_2008_
I-Power (Original Mfg - PV Powered): SHO-2.5 240V [CEC 2006],I_Power__Original_Mfg___PV_Powered___SHO_2_5_240V__CEC_2006_
I-Power (Original Mfg - PV Powered): SHO-3.0 240V [CEC 2008],I_Power__Original_Mfg___PV_Powered___SHO_3_0_240V__CEC_2008_
I-Power (Original Mfg - PV Powered): SHO-3.5 240V [CEC 2006],I_Power__Original_Mfg___PV_Powered___SHO_3_5_240V__CEC_2006_
I-Power (Original Mfg - PV Powered): SHO-4.6 208V [CEC 2005],I_Power__Original_Mfg___PV_Powered___SHO_4_6_208V__CEC_2005_
I-Power (Original Mfg - PV Powered): SHO-4.8 240V [CEC 2006],I_Power__Original_Mfg___PV_Powered___SHO_4_8_240V__CEC_2006_
I-Power (Original Mfg - PV Powered): SHO-5.2 240V [CEC 2005],I_Power__Original_Mfg___PV_Powered___SHO_5_2_240V__CEC_2005_
Ingeteam S.A.: Ingecon Sun 15U 208V 208V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_15U_208V_208V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 15U 480V 240V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_15U_480V_240V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 25U 208V 208V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_25U_208V_208V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 25U 480V 240V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_25U_480V_240V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 100UP 208V 208V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_100UP_208V_208V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 100UP 480V 240V [CEC 2010],Ingeteam_S_A___Ingecon_Sun_100UP_480V_240V__CEC_2010_
Ingeteam S.A.: Ingecon Sun 100U 208V 208V [CEC 2009],Ingeteam_S_A___Ingecon_Sun_100U_208V_208V__CEC_2009_
Ingeteam S.A.: Ingecon Sun 100U 480V 480V [CEC 2009],Ingeteam_S_A___Ingecon_Sun_100U_480V_480V__CEC_2009_
INGETEAM ENERGY SA: Ingecon Sun 5TL U (208V) 208V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5TL_U__208V__208V__CEC_2011_
INGETEAM ENERGY SA: Ingecon Sun 5TL U (240V) 208V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5TL_U__240V__208V__CEC_2011_
INGETEAM ENERGY SA: Ingecon Sun 5TL U (277V) 277V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5TL_U__277V__277V__CEC_2011_
INGETEAM ENERGY SA: Ingecon Sun 5U (208V) 208V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5U__208V__208V__CEC_2011_
INGETEAM ENERGY SA: Ingecon Sun 5U (240V) 240V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5U__240V__240V__CEC_2011_
INGETEAM ENERGY SA: Ingecon Sun 5U (277V) 277V [CEC 2011],INGETEAM_ENERGY_SA__Ingecon_Sun_5U__277V__277V__CEC_2011_
Kaco New Energy GmbH: Blue Planet 1501xi 240V [CEC 2006],Kaco_New_Energy_GmbH__Blue_Planet_1501xi_240V__CEC_2006_
Kaco New Energy GmbH: Blue Planet 1502xi 208V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_1502xi_208V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 1502xi 240V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_1502xi_240V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 2502xi 208V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_2502xi_208V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 2502xi 240V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_2502xi_240V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 2901xi 240V [CEC 2007],Kaco_New_Energy_GmbH__Blue_Planet_2901xi_240V__CEC_2007_
Kaco New Energy GmbH: Blue Planet 3502 xi (208V) 208V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_3502_xi__208V__208V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 3502 xi (240V) 240V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_3502_xi__240V__240V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 3601xi 240V [CEC 2007],Kaco_New_Energy_GmbH__Blue_Planet_3601xi_240V__CEC_2007_
Kaco New Energy GmbH: Blue Planet 5002 xi (208V) 208V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_5002_xi__208V__208V__CEC_2009_
Kaco New Energy GmbH: Blue Planet 5002 xi (240V) 240V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_5002_xi__240V__240V__CEC_2009_
Kaco New Energy GmbH: Blueplanet 6400xi supreme (208 V) 208V [CEC 2011],Kaco_New_Energy_GmbH__Blueplanet_6400xi_supreme__208_V__208V__CEC_2011_
Kaco New Energy GmbH: Blueplanet 6400xi supreme (240 V) 240V [CEC 2011],Kaco_New_Energy_GmbH__Blueplanet_6400xi_supreme__240_V__240V__CEC_2011_
Kaco New Energy GmbH: Blueplanet 7600xi supreme (208 V) 208V [CEC 2011],Kaco_New_Energy_GmbH__Blueplanet_7600xi_supreme__208_V__208V__CEC_2011_
Kaco New Energy GmbH: Blueplanet 7600xi supreme (240 V) 240V [CEC 2011],Kaco_New_Energy_GmbH__Blueplanet_7600xi_supreme__240_V__240V__CEC_2011_
Kaco New Energy GmbH: Blue Planet XP100U-H2 208V [CEC 2010],Kaco_New_Energy_GmbH__Blue_Planet_XP100U_H2_208V__CEC_2010_
Kaco New Energy GmbH: Blue Planet XP100U-H4 480V [CEC 2009],Kaco_New_Energy_GmbH__Blue_Planet_XP100U_H4_480V__CEC_2009_
Lixma Tech  (Original Mfg - Sysgration Ltd.): LSI4000 240V [CEC 2011],Lixma_Tech___Original_Mfg___Sysgration_Ltd____LSI4000_240V__CEC_2011_
Magnetek Uncommon Power: PVI-3000-I-OUTD-US (208V) 208V [CEC 2005],Magnetek_Uncommon_Power__PVI_3000_I_OUTD_US__208V__208V__CEC_2005_
Magnetek Uncommon Power: PVI-3000-I-OUTD-US (240V) 240V [CEC 2005],Magnetek_Uncommon_Power__PVI_3000_I_OUTD_US__240V__240V__CEC_2005_
Magnetek Uncommon Power: PVI-3000-I-OUTD-US-F (208V) 208V [CEC 2005],Magnetek_Uncommon_Power__PVI_3000_I_OUTD_US_F__208V__208V__CEC_2005_
Magnetek Uncommon Power: PVI-3000-I-OUTD-US-F (240V) 240V [CEC 2005],Magnetek_Uncommon_Power__PVI_3000_I_OUTD_US_F__240V__240V__CEC_2005_
"MagneTek, S.p.A.: PVI-3600-I-OUTD-US-F (208V) 208V [CEC 2005]",MagneTek__S_p_A___PVI_3600_I_OUTD_US_F__208V__208V__CEC_2005_
"MagneTek, S.p.A.: PVI-3600-I-OUTD-US-F (240V) 240V [CEC 2005]",MagneTek__S_p_A___PVI_3600_I_OUTD_US_F__240V__240V__CEC_2005_
"MagneTek, S.p.A.: PVI-3600-US (208V) 208V [CEC 2005]",MagneTek__S_p_A___PVI_3600_US__208V__208V__CEC_2005_
"MagneTek, S.p.A.: PVI-3600-US (240V) 240V [CEC 2005]",MagneTek__S_p_A___PVI_3600_US__240V__240V__CEC_2005_
Mohr Power (Original Mfg - PV Powered): MPS1100EVR 120V [CEC 2008],Mohr_Power__Original_Mfg___PV_Powered___MPS1100EVR_120V__CEC_2008_
Mohr Power (Original Mfg - PV Powered): MPS2000EVR 240V [CEC 2008],Mohr_Power__Original_Mfg___PV_Powered___MPS2000EVR_240V__CEC_2008_
Mohr Power (Original Mfg - PV Powered): MPS2500 240V [CEC 2006],Mohr_Power__Original_Mfg___PV_Powered___MPS2500_240V__CEC_2006_
Mohr Power (Original Mfg - PV Powered): MPS3000 240V [CEC 2008],Mohr_Power__Original_Mfg___PV_Powered___MPS3000_240V__CEC_2008_
Mohr Power (Original Mfg - PV Powered): MPS3500 240V [CEC 2006],Mohr_Power__Original_Mfg___PV_Powered___MPS3500_240V__CEC_2006_
Mohr Power (Original Mfg - PV Powered): MPS4600 208V [CEC 2005],Mohr_Power__Original_Mfg___PV_Powered___MPS4600_208V__CEC_2005_
Mohr Power (Original Mfg - PV Powered): MPS4800 240V [CEC 2006],Mohr_Power__Original_Mfg___PV_Powered___MPS4800_240V__CEC_2006_
Mohr Power (Original Mfg - PV Powered): MPS5200 240V [CEC 2005],Mohr_Power__Original_Mfg___PV_Powered___MPS5200_240V__CEC_2005_
"Motech Industries, Inc.: PVMate 2900U (208)  208V [CEC 2009]",Motech_Industries__Inc___PVMate_2900U__208___208V__CEC_2009_
"Motech Industries, Inc.: PVMate 2900U (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_2900U__240__240V__CEC_2009_
"Motech Industries, Inc.: PVMate 2900U-PG (208)  208V [CEC 2009]",Motech_Industries__Inc___PVMate_2900U_PG__208___208V__CEC_2009_
"Motech Industries, Inc.: PVMate 2900U-PG (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_2900U_PG__240__240V__CEC_2009_
"Motech Industries, Inc.: PVMate 3900U or 3840U (208) 208V [CEC 2009]",Motech_Industries__Inc___PVMate_3900U_or_3840U__208__208V__CEC_2009_
"Motech Industries, Inc.: PVMate 3900U or 3840U (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_3900U_or_3840U__240__240V__CEC_2009_
"Motech Industries, Inc.: PVMate 3900U-PG or 3840U-PG (208) 208V [CEC 2009]",Motech_Industries__Inc___PVMate_3900U_PG_or_3840U_PG__208__208V__CEC_2009_
"Motech Industries, Inc.: PVMate 3900U-PG or 3840U-PG (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_3900U_PG_or_3840U_PG__240__240V__CEC_2009_
"Motech Industries, Inc.: PVMate 4900U (208) 208V [CEC 2009]",Motech_Industries__Inc___PVMate_4900U__208__208V__CEC_2009_
"Motech Industries, Inc.: PVMate 4900U (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_4900U__240__240V__CEC_2009_
"Motech Industries, Inc.: PVMate 5300U (208) 208V [CEC 2009]",Motech_Industries__Inc___PVMate_5300U__208__208V__CEC_2009_
"Motech Industries, Inc.: PVMate 5300U (240) 240V [CEC 2009]",Motech_Industries__Inc___PVMate_5300U__240__240V__CEC_2009_
Motech Industries Inc.: PVMate 6500U (208V) 208V [CEC 2011],Motech_Industries_Inc___PVMate_6500U__208V__208V__CEC_2011_
Motech Industries Inc.: PVMate 6500U (240V) 240V [CEC 2011],Motech_Industries_Inc___PVMate_6500U__240V__240V__CEC_2011_
Motech Industries Inc.: PVMate 6500U (277V) 277V [CEC 2011],Motech_Industries_Inc___PVMate_6500U__277V__277V__CEC_2011_
Motech Industries Inc.: PVMate 7500U (208V) 208V [CEC 2011],Motech_Industries_Inc___PVMate_7500U__208V__208V__CEC_2011_
Motech Industries Inc.: PVMate 7500U (240V) 240V [CEC 2011],Motech_Industries_Inc___PVMate_7500U__240V__240V__CEC_2011_
Motech Industries Inc.: PVMate 7500U (277V) 277V [CEC 2011],Motech_Industries_Inc___PVMate_7500U__277V__277V__CEC_2011_
Nextronex: RAY-MAX 150 480V [CEC 2010],Nextronex__RAY_MAX_150_480V__CEC_2010_
Open Energy (Original Mfg - PV Powered): Solar Save 1100 120V [CEC 2008],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_1100_120V__CEC_2008_
Open Energy (Original Mfg - PV Powered): Solar Save 2000 240V [CEC 2008],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_2000_240V__CEC_2008_
Open Energy (Original Mfg - PV Powered): Solar Save 2500 240V [CEC 2006],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_2500_240V__CEC_2006_
Open Energy (Original Mfg - PV Powered): Solar Save 3500 240V [CEC 2006],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_3500_240V__CEC_2006_
Open Energy (Original Mfg - PV Powered): Solar Save 4600 208V [CEC 2005],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_4600_208V__CEC_2005_
Open Energy (Original Mfg - PV Powered): Solar Save 4800 240V [CEC 2006],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_4800_240V__CEC_2006_
Open Energy (Original Mfg - PV Powered): Solar Save 5200 240V [CEC 2005],Open_Energy__Original_Mfg___PV_Powered___Solar_Save_5200_240V__CEC_2005_
OPTI-Solar (Original Mfg - Powercom): GT 1500(208) 208V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_1500_208__208V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 1500(240) 240V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_1500_240__240V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 2000(208) 208V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_2000_208__208V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 2000(240) 240V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_2000_240__240V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 3000(208) 208V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_3000_208__208V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 3000(240) 240V [CEC 2010],OPTI_Solar__Original_Mfg___Powercom___GT_3000_240__240V__CEC_2010_
OPTI-Solar (Original Mfg - Powercom): GT 4000 (208Vac) 208V [CEC 2011],OPTI_Solar__Original_Mfg___Powercom___GT_4000__208Vac__208V__CEC_2011_
OPTI-Solar (Original Mfg - Powercom): GT 4000 (240Vac) 240V [CEC 2011],OPTI_Solar__Original_Mfg___Powercom___GT_4000__240Vac__240V__CEC_2011_
Outback Power Systems: GTFX3048 120V [CEC 2009],Outback_Power_Systems__GTFX3048_120V__CEC_2009_
OutBack Power Systems: GVFX3648 120V [CEC 2005],OutBack_Power_Systems__GVFX3648_120V__CEC_2005_
Phoenixtec: PS240US3R (208V) 208V [CEC 2007],Phoenixtec__PS240US3R__208V__208V__CEC_2007_
Phoenixtec: PS240US3R (240V) 240V [CEC 2007],Phoenixtec__PS240US3R__240V__240V__CEC_2007_
"Powercom Co., Ltd.: SLK-1500 (208V) 208V [CEC 2010]",Powercom_Co___Ltd___SLK_1500__208V__208V__CEC_2010_
"Powercom Co., Ltd.: SLK-1500 (240V) 240V [CEC 2010]",Powercom_Co___Ltd___SLK_1500__240V__240V__CEC_2010_
"Powercom Co., Ltd.: SLK-2000 (208Vac) 208V [CEC 2010]",Powercom_Co___Ltd___SLK_2000__208Vac__208V__CEC_2010_
"Powercom Co., Ltd.: SLK-2000 (240Vac) 240V [CEC 2010]",Powercom_Co___Ltd___SLK_2000__240Vac__240V__CEC_2010_
"Powercom Co., Ltd.: SLK-3000 (208Vac) 208V [CEC 2010]",Powercom_Co___Ltd___SLK_3000__208Vac__208V__CEC_2010_
"Powercom Co., Ltd.: SLK-3000 (240Vac) 240V [CEC 2010]",Powercom_Co___Ltd___SLK_3000__240Vac__240V__CEC_2010_
"Powercom Co., Ltd.: SLK-4000 (208) 208V [CEC 2010]",Powercom_Co___Ltd___SLK_4000__208__208V__CEC_2010_
"Powercom Co., Ltd.: SLK-4000 (208) 208V [CEC 2008]",Powercom_Co___Ltd___SLK_4000__208__208V__CEC_2008_
"Powercom Co., Ltd.: SLK-4000 (240) 240V [CEC 2010]",Powercom_Co___Ltd___SLK_4000__240__240V__CEC_2010_
"Powercom Co., Ltd.: SLK-4000 (240) 240V [CEC 2009]",Powercom_Co___Ltd___SLK_4000__240__240V__CEC_2009_
"Powercom Co., Ltd.: SLK-4000 (277 Vac) 277V [CEC 2011]",Powercom_Co___Ltd___SLK_4000__277_Vac__277V__CEC_2011_
Power-One: PVI-3.0-OUTD-S-US (208V) 208V [CEC 2009],Power_One__PVI_3_0_OUTD_S_US__208V__208V__CEC_2009_
Power-One: PVI-3.0-OUTD-S-US (240V) 240V [CEC 2009],Power_One__PVI_3_0_OUTD_S_US__240V__240V__CEC_2009_
Power-One: PVI-3.0-OUTD-S-US (277V) 277V [CEC 2009],Power_One__PVI_3_0_OUTD_S_US__277V__277V__CEC_2009_
Power-One: PVI-3.6-OUTD-S-US (208V) 208V [CEC 2009],Power_One__PVI_3_6_OUTD_S_US__208V__208V__CEC_2009_
Power-One: PVI-3.6-OUTD-S-US (240V) 240V [CEC 2009],Power_One__PVI_3_6_OUTD_S_US__240V__240V__CEC_2009_
Power-One: PVI-3.6-OUTD-S-US (277V) 277V [CEC 2009],Power_One__PVI_3_6_OUTD_S_US__277V__277V__CEC_2009_
Power-One: PVI-3.8-I-OUTD-x-US-y 208V [CEC 2010],Power_One__PVI_3_8_I_OUTD_x_US_y_208V__CEC_2010_
Power-One: PVI-3.8-I-OUTD-x-US-y 240V [CEC 2010],Power_One__PVI_3_8_I_OUTD_x_US_y_240V__CEC_2010_
Power-One: PVI-3.8-I-OUTD-x-US-y 277V [CEC 2010],Power_One__PVI_3_8_I_OUTD_x_US_y_277V__CEC_2010_
Power-One: PVI-4.2-OUTD-S-US (208V) 208V [CEC 2009],Power_One__PVI_4_2_OUTD_S_US__208V__208V__CEC_2009_
Power-One: PVI-4.2-OUTD-S-US (240V) 240V [CEC 2009],Power_One__PVI_4_2_OUTD_S_US__240V__240V__CEC_2009_
Power-One: PVI-4.2-OUTD-S-US (277V) 277V [CEC 2009],Power_One__PVI_4_2_OUTD_S_US__277V__277V__CEC_2009_
Power-One: PVI-4.6-I-OUTD-x-US-y 208V [CEC 2010],Power_One__PVI_4_6_I_OUTD_x_US_y_208V__CEC_2010_
Power-One: PVI-4.6-I-OUTD-x-US-y 240V [CEC 2010],Power_One__PVI_4_6_I_OUTD_x_US_y_240V__CEC_2010_
Power-One: PVI-4.6-I-OUTD-x-US-y 277V [CEC 2010],Power_One__PVI_4_6_I_OUTD_x_US_y_277V__CEC_2010_
"Power-One, Inc.: PVI-10.0-I-OUTD-x-US-208-y 208V [CEC 2011]",Power_One__Inc___PVI_10_0_I_OUTD_x_US_208_y_208V__CEC_2011_
"Power-One, Inc.: PVI-10.0-I-OUTD-x-US-480-y-z 480V [CEC 2011]",Power_One__Inc___PVI_10_0_I_OUTD_x_US_480_y_z_480V__CEC_2011_
"Power-One, Inc.: PVI-12.0-I-OUTD-x-US-480-y 480V [CEC 2011]",Power_One__Inc___PVI_12_0_I_OUTD_x_US_480_y_480V__CEC_2011_
Power-One (Original Mfr. - Magnetek): PVI-5000-208 208V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_5000_208_208V__CEC_2007_
Power-One (Original Mfr. - Magnetek): PVI-5000-240 240V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_5000_240_240V__CEC_2007_
Power-One (Original Mfr. - Magnetek): PVI-5000-277 277V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_5000_277_277V__CEC_2007_
Power-One (Original Mfr. - Magnetek): PVI-6000-208 208V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_6000_208_208V__CEC_2007_
Power-One (Original Mfr. - Magnetek): PVI-6000-240 240V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_6000_240_240V__CEC_2007_
Power-One (Original Mfr. - Magnetek): PVI-6000-277 277V [CEC 2007],Power_One__Original_Mfr____Magnetek___PVI_6000_277_277V__CEC_2007_
Power-One: PVI-CENTRAL-50-US (208) 208V [CEC 2008],Power_One__PVI_CENTRAL_50_US__208__208V__CEC_2008_
